idx,검색어,,,,
1918,Phenylalanine,페닐알라닌,Phenylalanine,"향료, 모발컨디셔닝제, 피부컨디셔닝제",
1919,,,,,
1920,,,,,
1921,,,,,
1922,,,,,
1923,,,,,
1924,,,,,
1925,Phospholipids,포스포리피드,Phospholipids,피부컨디셔닝제,
1926,Phosphoric Acid,포스포릭애씨드,Phosphoric Acid,"향료, pH 조절제",
1927,,,,,
1928,,,,,
1929,Phytosphingosine,피토스핑고신,Phytosphingosine,"모발컨디셔닝제, 피부컨디셔닝제",
1930,Phytantriol,피탄트라이올,Phytantriol,"안티케이킹제, 헤어컨디셔닝제, 피부컨디셔닝제(기타)",
1931,Squalane,스쿠알란,Squalane,"모발컨디셔닝제, 수분증발차단제",
1932,,,,,
1933,,,,,
1934,,,,,
1935,,,,,
1936,,,,,
1937,,,,,
1938,,,,,
1939,Pinus Pinaster Bark Extract,프랑스해안송껍질추출물,Pinus Pinaster Bark Extract,산화방지제,
1940,,,,,
1941,,,,,
1942,,,,,
1943,Pinus Sylvestris Cone Extract,구주소나무솔방울추출물,Pinus Sylvestris Cone Extract,착향제,
1944,Pinus Sylvestris Leaf Oil,구주소나무잎오일,Pinus Sylvestris Leaf Oil,착향제,
1945,Piper Nigrum Fruit Oil,후추열매오일,Piper Nigrum (Pepper) Fruit Oil,착향제,
1946,,,,,
1947,,,,,
1948,Piroctone Olamine,피록톤올아민,Piroctone Olamine,살균보존제,
1949,,,,,
1950,,,,,
1951,,,,,
1952,,,,,
1953,,,,,
1954,,,,,
1955,,,,,
1956,,,,,
1957,Plumeria Acutifolia Flower Extract,파고다트리꽃추출물,Plumeria Acutifolia Flower Extract,피부컨디셔닝제(기타),
1958,,,,,
1959,,,,,
1960,,,,,
1961,Pogostemon Cablin Oil,광곽향오일,Pogostemon Cablin Oil,착향제,
1962,Poloxamer 338,폴록사머338,Poloxamer 338,계면활성제(세정제),
1963,Poloxamer 407,폴록사머407,Poloxamer 407,"계면활성제-유화제, 계면활성제-용해보조제",
1964,,,,,
1965,,,,,
1966,Hydroxylated Lanolin,하이드록실레이티드라놀린,Hydroxylated Lanolin,"결합제, 피부컨디셔닝제(기타)",
1967,,,,,
1968,,,,,
1969,Polyacrylamide,폴리아크릴아마이드,Polyacrylamide,"결합제, 피막형성제, 모발고정제",
1970,Polyacrylate-19,폴리아크릴레이트-19,Polyacrylate-19,"피막형성제, 모발고정제",
1971,,,,,
1972,Polyaminopropyl Biguanide,폴리아미노프로필바이구아나이드,Polyaminopropyl Biguanide,살균보존제,
1973,Polyepsilon-Lysine,폴리엡실론-라이신,Polyepsilon-Lysine,"헤어컨디셔닝제, 피부컨디셔닝제(기타), 계면활성제(유화제)",
1974,,,,,
1975,,,,,
1976,,,,,
1977,,,,,
1978,,,,,
1979,,,,,
1980,,,,,
1981,,,,,
1982,,,,,
1983,Polyglutamic Acid,폴리글루타믹애씨드,Polyglutamic Acid,피부컨디셔닝제,
1984,Polyglyceryl-10 Laurate,폴리글리세릴-10라우레이트,Polyglyceryl-10 Laurate,"피부컨디셔닝제, 계면활성제-유화제",
1985,,,,,
1986,Polyglyceryl-10 Distearate,폴리글리세릴-10다이스테아레이트,Polyglyceryl-10 Distearate,"피부컨디셔닝제(유연제), 계면활성제(유화제)",
1987,Polyglyceryl-10 Laurate,폴리글리세릴-10라우레이트,Polyglyceryl-10 Laurate,"피부컨디셔닝제, 계면활성제-유화제",
1988,Polyglyceryl-10 Oleate,폴리글리세릴-10올리에이트,Polyglyceryl-10 Oleate,"피부유연화제, 계면활성제-유화제",
1989,Polyglyceryl-10 Stearate,폴리글리세릴-10스테아레이트,Polyglyceryl-10 Stearate,"피부컨디셔닝제, 계면활성제-유화제",
1990,,,,,
1991,,,,,
1992,Polyglyceryl-3 Beeswax,폴리글리세릴-3비즈왁스,Polyglyceryl-3 Beeswax,계면활성제-유화제,
1993,Polyglyceryl-4 Caprate,폴리글리세릴-4카프레이트,Polyglyceryl-4 Caprate,"피부컨디셔닝제(유연제), 계면활성제(유화제)",
1994,,,,,
1995,Polyglyceryl-5 Oleate,폴리글리세릴-5올리에이트,Polyglyceryl-5 Oleate,"피부컨디셔닝제(유연제), 계면활성제(유화제)",
1996,,,,,
1997,,,,,
1998,Polygonum Multiflorum Root Extract,하수오뿌리추출물,Polygonum Multiflorum Root Extract,피부컨디셔닝제(기타),
1999,,,,,
2000,Polyisobutene,폴리아이소부텐,Polyisobutene,"결합제, 피막형성제, 점도증가제(비수성)",
2001,,,,,
2002,,,,,
2003,Polymethoxy Bicyclic Oxazolidine,폴리메톡시바이사이클릭옥사졸리딘,Polymethoxy Bicyclic Oxazolidine,살균보존제,
2004,Polymethylsilsesquioxane,폴리메틸실세스퀴옥세인,Polymethylsilsesquioxane,불투명화제,
2005,,,,,
2006,,,,,
2007,,,,,
2008,,,,,
2009,,,,,
2010,,,,,
2011,,,,,
2012,,,,,
2013,,,,,
2014,,,,,
2015,,,,,
2016,,,,,
2017,,,,,
2018,,,,,
2019,,,,,
2020,,,,,
2021,,,,,
2022,,,,,
2023,,,,,
2024,,,,,
2025,,,,,
2026,,,,,
2027,,,,,
2028,,,,,
2029,,,,,
2030,,,,,
2031,,,,,
2032,Polyquaternium-28,폴리쿼터늄-28,Polyquaternium-28,"정전기방지제, 피막형성제, 모발고정제",
2033,Polyquaternium-7,폴리쿼터늄-7,Polyquaternium-7,"정전기방지제, 피막형성제, 모발고정제",
2034,Polyquaternium-10,폴리쿼터늄-10,Polyquaternium-10,"정전기방지제, 피막형성제, 모발고정제",
2035,Polyquaternium-11,폴리쿼터늄-11,Polyquaternium-11,"정전기방지제, 피막형성제, 모발고정제",
2036,Polyquaternium-4,폴리쿼터늄-4,Polyquaternium-4,"정전기방지제, 피막형성제, 모발고정제",
2037,Polyquaternium-44,폴리쿼터늄-44,Polyquaternium-44,"정전기방지제, 피막형성제, 모발고정제",
2038,Polyquaternium-47,폴리쿼터늄-47,Polyquaternium-47,"피막형성제, 모발고정제, 피부컨디셔닝제",
2039,Polyquaternium-67,폴리쿼터늄-67,Polyquaternium-67,"정전기방지제, 피막형성제, 헤어컨디셔닝제, 헤어고정제",
2040,Polyquaternium-7,폴리쿼터늄-7,Polyquaternium-7,"정전기방지제, 피막형성제, 모발고정제",
2041,Polyquaternium-37,폴리쿼터늄-37,Polyquaternium-37,"정전기방지제, 피막형성제, 모발고정제",
2042,Polyquaternium-71,폴리쿼터늄-71,Polyquaternium-71,피부컨디셔닝제(보습제),
2043,,,,,
2044,Polysorbate 85,폴리솔베이트85,Polysorbate 85,"착향제, 계면활성제(유화제)",
2045,Polysorbate 20,폴리솔베이트20,Polysorbate 20,"착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
2046,Polysorbate 60,폴리솔베이트60,Polysorbate 60,"착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
2047,Polysorbate 80,폴리솔베이트80,Polysorbate 80,"변성제, 착향제, 계면활성제(유화제), 계면활성제(용해보조제)",
2048,Polyquaternium-64,폴리쿼터늄-64,Polyquaternium-64,"모발컨디셔닝제, 보습제",
2049,Polyquaternium-22,폴리쿼터늄-22,Polyquaternium-22,"정전기방지제, 피막형성제, 모발고정제",
2050,,,,,
2051,,,,,
2052,,,,,
2053,,,,,
2054,,,,,
2055,Punica Granatum Fruit Extract,석류추출물,Punica Granatum Fruit Extract,피부컨디셔닝제(기타),
2056,Pongamia Glabra Seed Oil,퐁감씨오일,Pongamia Glabra Seed Oil,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
2057,,,,,
2058,Portulaca Oleracea Extract,쇠비름추출물,Portulaca Oleracea Extract,피부컨디셔닝제(보습제),
2059,,,,,
2060,,,,,
2061,Potassium Chloride,포타슘클로라이드,Potassium Chloride,점증제-수용성,
2062,Potassium cocoate,포타슘코코에이트,Potassium Cocoate,"계면활성제-세정제, 계면활성제-유화제",
2063,,,,,
2064,Potassium Cocoyl Glycinate,포타슘코코일글리시네이트,Potassium Cocoyl Glycinate,"모발컨디셔닝제, 계면활성제-세정제",
2065,,,,,
2066,Potassium gluconate,포타슘글루코네이트,Potassium Gluconate,피부보호제,
2067,Potassium Hydroxide,포타슘하이드록사이드,Potassium Hydroxide,pH 조절제,
2068,,,,,
2069,,,,,
2070,,,,,
2071,Potassium olivate,포타슘올리베이트,Potassium Olivate,"계면활성제(세정제), 계면활성제(유화제)",
2072,Potassium phosphate,포타슘포스페이트,Potassium Phosphate,pH 조절제,
2073,,,,,
2074,Potassium sorbate,포타슘솔베이트,Potassium Sorbate,"착향제, 살균보존제",
2075,Potassium sulfate,포타슘설페이트,Potassium Sulfate,점증제-수용성,
2076,,,,,
2077,Solanum Tuberosum Starch,감자전분,Solanum Tuberosum (Potato) Starch,"흡수제, 결합제, 벌킹제(증량제), 점도증가제(수성)",
2078,,,,,
2079,,,,,
2080,,,,,
2081,,,,,
2082,Milk,우유,Milk,피부컨디셔닝제(기타),
2083,,,,,
2084,PPG-1 Trideceth-6,피피지-1트라이데세스-6,PPG-1 Trideceth-6,"피부컨디셔닝제(유연제), 계면활성제(유화제)",
2085,PPG-10 Methyl Glucose Ether,피피지-10메틸글루코오스에터,PPG-10 Methyl Glucose Ether,"헤어컨디셔닝제, 피부컨디셔닝제(기타)",
2086,PPG-12-PEG-50 Lanolin,피피지-12-피이지-50라놀린,PPG-12-PEG-50 Lanolin,"모발컨디셔닝제, 계면활성제-유화제",
2087,PPG-12-PEG-65 Lanolin oil,피피지-12-피이지-65라놀린오일,PPG-12-PEG-65 Lanolin Oil,"모발컨디셔닝제, 계면활성제-유화제",
2088,PPG-1-PEG-9 Lauryl Glycol Ether,피피지-1-피이지-9라우릴글라이콜에터,PPG-1-PEG-9 Lauryl Glycol Ether,계면활성제(유화제),
2089,PPG-26-Buteth-26,피피지-26-부테스-26,PPG-26-Buteth-26,"향료, 모발컨디셔닝제, 피부컨디셔닝제, 계면활성제-유화제",
2090,,,,,
2091,PPG-3 Benzyl Ether Myristate,피피지-3벤질에터미리스테이트,PPG-3 Benzyl Ether Myristate,"가소제, 피부컨디셔닝제(유연제), 미끄럼조정제/활택제, 용제, 표면조정제",
2092,PPG-5-Ceteth-20,피피지-5-세테스-20,PPG-5-Ceteth-20,계면활성제-유화제,
2093,,,,,
2094,,,,,
2095,,,,,
2096,Proline,프롤린,Proline,"향료, 모발컨디셔닝제, 피부컨디셔닝제",
2097,Propane,프로판,Propane,분사제,
2098,Propanediol,프로판다이올,Propanediol,"용제, 점도감소제",
2099,,,,,
2100,Propionic acid,프로피오닉애씨드,Propionic Acid,"보존제, 착향제, pH 조절제",
2101,,,,,
2102,Propylene Glycol,프로필렌글라이콜,Propylene Glycol,"착향제, 보습제, 피부보습제, 피부컨디셔닝제, 용제, 점도감소제",
2103,Propolis Extract,프로폴리스추출물,Propolis Extract,피부컨디셔닝제,
2104,,,,,
2105,Propolis Extract,프로폴리스추출물,Propolis Extract,피부컨디셔닝제,
2106,,,,,
2107,,,,,
2108,,,,,
2109,,,,,
2110,,,,,
2111,,,,,
2112,Propyl gallate,프로필갈레이트,Propyl Gallate,"산화방지제, 향료",
2113,,,,,
2114,,,,,
2115,,,,,
2116,,,,,
2117,,,,,
2118,Propylene Glycol Dicaprylate/Dicaprate,프로필렌글라이콜다이카프릴레이트/다이카프레이트,Propylene Glycol Dicaprylate/Dicaprate,피부컨디셔닝제(수분차단제),
2119,,,,,
2120,,,,,
2121,,,,,
2122,,,,,
2123,Propylparaben,프로필파라벤,Propylparaben,"착향제, 보존제",
2124,,,,,
2125,Protease,프로테아제,Protease,"용해제, 피부컨디셔닝제",
2126,,,,,
2127,Pantothenic Acid,판토테닉애씨드,Pantothenic Acid,모발컨디셔닝제,
2128,Prunus Amygdalus Dulcis Oil,스위트아몬드오일,Prunus Amygdalus Dulcis (Sweet Almond) Oil,"향료, 피부컨디셔닝제, 수분증발차단제",
2129,Prunus amygdalus dulcis oil,스위트아몬드오일,Prunus Amygdalus Dulcis (Sweet Almond) Oil,"향료, 피부컨디셔닝제, 수분증발차단제",
2130,Prunus Serrulata Flower Extract,세룰라타벚나무꽃추출물,Prunus Serrulata Flower Extract,피부컨디셔닝제(기타),
2131,,,,,
2132,Psidium guajava fruit extract,구아바열매추출물,Psidium Guajava Fruit Extract,피부컨디셔닝제(기타),
2133,,,,,
2134,,,,,
2135,Pulsatilla koreana extract,할미꽃추출물,Pulsatilla Koreana Extract,피부컨디셔닝제(기타),
2136,Cucurbita Pepo Seed Oil,당호박씨오일,Cucurbita Pepo (Pumpkin) Seed Oil,피부컨디셔닝제(수분차단제),
2137,Punica Granatum Seed Oil,석류씨오일,Punica Granatum Seed Oil,피부컨디셔닝제(유연제),
2138,Punica granatum Bark Extract,석류나무껍질추출물,Punica Granatum Bark Extract,"착향제, 피부컨디셔닝제(기타)",
2139,,,,,
2140,Punica Granatum Seed Oil,석류씨오일,Punica Granatum Seed Oil,피부컨디셔닝제(유연제),
2141,Cymbopogon Schoenanthus oil,카멜그라스오일,Cymbopogon Schoenanthus Oil,착향제,
2142,Water,정제수,Water,"피부컨디셔닝제, 용제",
2143,Water,정제수,Water,"피부컨디셔닝제, 용제",
2144,,,,,
2145,PVM/MA Decadiene Crosspolymer,피브이엠/엠에이데카디엔크로스폴리머,PVM/MA Decadiene Crosspolymer,"피막형성제, 점증제-비수용성",
2146,PVP,피브이피,PVP,"결합제, 유화안정제, 피막형성제, 모발고정제, 현탁화제-비계면활성제",
2147,,,,,
2148,,,,,
2149,,,,,
2150,,,,,
2151,,,,,
2152,Pyridoxine HCl,피리독신에이치씨엘,Pyridoxine HCl,"모발컨디셔닝제, 피부컨디셔닝제",
2153,Zinc Pyrithione,징크피리치온,Zinc Pyrithione,"모발컨디셔닝제, 보존제",
2154,Pyrus Malus Fruit,사과,Pyrus Malus (Apple) Fruit,수렴제,
2155,,,,,
2156,,,,,
2157,,,,,
2158,Quaternium-26,쿼터늄-26,Quaternium-26,"정전기방지제, 헤어컨디셔닝제",
2159,Quaternium-82,쿼터늄-82,Quaternium-82,"정전기방지제, 헤어컨디셔닝제",
2160,Quaternium-15,쿼터늄-15,Quaternium-15,"정전기방지제, 살균보존제",
2161,,,,,
2162,Quaternium-80,쿼터늄-80,Quaternium-80,"정전기방지제, 모발컨디셔닝제",
2163,Quaternium-18,쿼터늄-18,Quaternium-18,정전기방지제,
2164,,,,,
2165,Quaternium-88,쿼터늄-88,Quaternium-88,"정전기방지제, 헤어컨디셔닝제",
2166,Quaternium-91,쿼터늄-91,Quaternium-91,모발컨디셔닝제,
2167,,,,,
2168,Rubus Idaeus Fruit Extract,라즈베리추출물,Rubus Idaeus (Raspberry) Fruit Extract,피부컨디셔닝제(기타),
2169,,,,,
2170,Prunus Persica Leaf Extract,복사나무잎추출물,Prunus Persica (Peach) Leaf Extract,피부컨디셔닝제(기타),
2171,,,,,
2172,Prunus serotina bark extract,블랙체리나무껍질추출물,Prunus Serotina (Wild Cherry) Bark Extract,향료,
2173,Prunus Serotina Fruit Extract,블랙체리열매추출물,Prunus Serotina (Wild Cherry) Fruit Extract,착향제,
2174,,,,,
2175,,,,,
2176,,,,,
2177,,,,,
2178,Resorcinol,레조시놀,Resorcinol,"산화방지제, 변성제, 착향제",
2179,Retinol,레티놀,Retinol,피부컨디셔닝제(기타),
2180,,,,,
2181,Retinyl Palmitate,레티닐팔미테이트,Retinyl Palmitate,피부컨디셔닝제(기타),
2182,,,,,
2183,,,,,
2184,,,,,
2185,Riboflavin,리보플라빈,Riboflavin,"피부컨디셔닝제(기타), 착색제",
2186,,,,,
2187,Rice Amino Acids,쌀아미노산,Rice Amino Acids,"모발컨디셔닝제, 피부컨디셔닝제",
2188,Oryza Sativa Bran,쌀겨,Oryza Sativa (Rice) Bran,"스크럽제, 벌킹제",
2189,,,,,
2190,Ricinus Communis Seed Oil,피마자씨오일,Ricinus Communis (Castor) Seed Oil,"착향제, 피부컨디셔닝제(수분차단제)",
2191,,,,,
2192,,,,,
2193,ROSA MOSCHATA SEED OIL,사향장미씨오일,Rosa Moschata Seed Oil,피부유연화제,
2194,Aspalathus Linearis Leaf Extract,루이보스잎추출물,Aspalathus Linearis Leaf Extract,피부컨디셔닝제(기타),
2195,Rosa Canina Fruit Extract,로즈힙열매추출물,Rosa Canina Fruit Extract,피부컨디셔닝제(기타),
2196,Rosa Canina Fruit Oil,로즈힙열매오일,Rosa Canina Fruit Oil,피부컨디셔닝제(기타),
2197,Rosa Centifolia Flower Oil,프로방스장미꽃오일,Rosa Centifolia Flower Oil,착향제,
2198,Rosa centifolia flower water,프로방스장미꽃수,Rosa Centifolia Flower Water,피부컨디셔닝제(기타),
2199,Rosa Damascena Flower Water,다마스크장미꽃수,Rosa Damascena Flower Water,"산화방지제, 수렴제",
2200,rosa damascena flower water,다마스크장미꽃수,Rosa Damascena Flower Water,"산화방지제, 수렴제",
2201,Rosa Rugosa Flower Extract,해당화추출물,Rosa Rugosa Flower Extract,피부컨디셔닝제(기타),
2202,,,,,
2203,Rose Extract,장미추출물,Rose Extract,수분증발차단제,
2204,,,,,
2205,Rose Flower Oil,장미꽃오일,Rose Flower Oil,향료,
2206,Rose Flower Oil,장미꽃오일,Rose Flower Oil,향료,
2207,,,,,
2208,,,,,
2209,,,,,
2210,,,,,
2211,Rosmarinus Officinalis Leaf Extract,로즈마리잎추출물,Rosmarinus Officinalis (Rosemary) Leaf Extract,"산화방지제, 착향제, 피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제)",
2212,Rosmarinus Officinalis Leaf Extract,로즈마리잎추출물,Rosmarinus Officinalis (Rosemary) Leaf Extract,"산화방지제, 착향제, 피부컨디셔닝제(기타), 피부컨디셔닝제(수분차단제)",
2213,,,,,
2214,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
2215,,,,,
2216,Rosin,로진,Rosin,"결합제, 피막형성제, 점도증가제(비수성)",
2217,,,,,
2218,Rosmarinus Officinalis Leaf Oil,로즈마리잎오일,Rosmarinus Officinalis (Rosemary) Leaf Oil,"착향제, 피부컨디셔닝제(기타)",
2219,,,,,
2220,,,,,
2221,Royal Jelly Powder,로얄젤리가루,Royal Jelly Powder,피부컨디셔닝제(기타),
2222,Rubus Idaeus Fruit Extract,라즈베리추출물,Rubus Idaeus (Raspberry) Fruit Extract,피부컨디셔닝제(기타),
2223,,,,,
2224,Saccharide isomerate,사카라이드아이소머레이트,Saccharide Isomerate,피부컨디셔닝제(보습제),
2225,Saccharin,사카린,Saccharin,"감미제, 착향제",
2226,,,,,
2227,,,,,
2228,,,,,
2229,Saccharum Officinarum Extract,사탕수수추출물,Saccharum Officinarum (Sugarcane) Extract,"각질제거제, 피부컨디셔닝제",
2230,,,,,
2231,,,,,
2232,Saccharide isomerate,사카라이드아이소머레이트,Saccharide Isomerate,피부컨디셔닝제(보습제),
2233,Saccharin,사카린,Saccharin,"감미제, 착향제",
2234,,,,,
2235,,,,,
2236,,,,,
2237,Saccharum Officinarum Extract,사탕수수추출물,Saccharum Officinarum (Sugarcane) Extract,"각질제거제, 피부컨디셔닝제",
2238,,,,,
2239,Carthamus Tinctorius Seed Oil,잇꽃씨오일,Carthamus Tinctorius (Safflower) Seed Oil,"향료, 수분증발차단제",
2240,Carthamus Tinctorius Seed Oil,잇꽃씨오일,Carthamus Tinctorius (Safflower) Seed Oil,"향료, 수분증발차단제",
2241,,,,,
2242,,,,,
2243,,,,,
2244,Salicornia Herbacea Extract,퉁퉁마디추출물,Salicornia Herbacea Extract,피부컨디셔닝제(기타),
2245,Salicylic acid,살리실릭애씨드,Salicylic Acid,"변성제, 각질제거제, 향료, 모발컨디셔닝제, 피부컨디셔닝제",
